"id","date","open","high","low","close","adj_close","volume","stock_id"
"1518","2019-02-28","162.3699951171875000","163.5000000000000000","160.8600006103515625","161.4499969482421875","161.4499969482421875","11114200","FB"
"1519","2019-03-01","162.6000061035156250","163.1300048828125000","161.6900024414062500","162.2799987792968750","162.2799987792968750","11097800","FB"
"1520","2019-03-04","163.8999938964843750","167.5000000000000000","163.8300018310546875","167.3699951171875000","167.3699951171875000","18894700","FB"
"1521","2019-03-05","167.3699951171875000","171.8800048828125000","166.5500030517578125","171.2599945068359375","171.2599945068359375","28187900","FB"
"1522","2019-03-06","172.8999938964843750","173.5700073242187500","171.2700042724609375","172.5099945068359375","172.5099945068359375","21531700","FB"
"1523","2019-03-07","171.5000000000000000","171.7400054931640625","167.6100006103515625","169.1300048828125000","169.1300048828125000","18306500","FB"
"1524","2019-03-08","166.1999969482421875","169.6199951171875000","165.9700012207031250","169.6000061035156250","169.6000061035156250","13184800","FB"
"1525","2019-03-11","171.6000061035156250","174.3000030517578125","171.5800018310546875","172.0700073242187500","172.0700073242187500","18884000","FB"
"1526","2019-03-12","172.0899963378906250","173.8000030517578125","171.2200012207031250","171.9199981689453125","171.9199981689453125","12155300","FB"
"1527","2019-03-13","172.3200073242187500","174.0299987792968750","172.1199951171875000","173.3699951171875000","173.3699951171875000","11973300","FB"
"1528","2019-03-14","169.7599945068359375","171.1499938964843750","168.1600036621093750","170.1699981689453125","170.1699981689453125","18037400","FB"
"1529","2019-03-15","167.1600036621093750","167.5800018310546875","162.5099945068359375","165.9799957275390625","165.9799957275390625","37135400","FB"
"1530","2019-03-18","163.5700073242187500","163.8999938964843750","159.2799987792968750","160.4700012207031250","160.4700012207031250","37524200","FB"
"1531","2019-03-19","161.4799957275390625","163.8200073242187500","160.8200073242187500","161.5700073242187500","161.5700073242187500","25611500","FB"
"1532","2019-03-20","161.5000000000000000","166.1199951171875000","161.2400054931640625","165.4400024414062500","165.4400024414062500","20211500","FB"
"1533","2019-03-21","164.8899993896484375","166.3899993896484375","163.7500000000000000","166.0800018310546875","166.0800018310546875","16223000","FB"
"1534","2019-03-22","165.6499938964843750","167.4199981689453125","164.0899963378906250","164.3399963378906250","164.3399963378906250","16389200","FB"
"1535","2019-03-25","163.0000000000000000","166.5399932861328125","162.0000000000000000","166.2899932861328125","166.2899932861328125","12631200","FB"
"1536","2019-03-26","167.3500061035156250","169.4499969482421875","166.3500061035156250","167.6799926757812500","167.6799926757812500","15437900","FB"
"1537","2019-03-27","167.8500061035156250","168.9400024414062500","164.7899932861328125","165.8699951171875000","165.8699951171875000","10620300","FB"
"1538","2019-03-28","164.5700073242187500","166.7200012207031250","163.3300018310546875","165.5500030517578125","165.5500030517578125","10689200","FB"
"1539","2019-03-29","166.3899993896484375","167.1900024414062500","164.8099975585937500","166.6900024414062500","166.6900024414062500","13455500","FB"
