"id","date","open","high","low","close","adj_close","volume","stock_id"
"762","2019-02-28","183.0099945068359375","184.3000030517578125","181.4700012207031250","183.0299987792968750","183.0299987792968750","12370400","BABA"
"763","2019-03-01","185.0899963378906250","186.8999938964843750","183.3800048828125000","183.8800048828125000","183.8800048828125000","14348500","BABA"
"764","2019-03-04","186.0000000000000000","187.3399963378906250","184.4600067138671875","187.2500000000000000","187.2500000000000000","14761700","BABA"
"765","2019-03-05","186.9400024414062500","188.0800018310546875","185.0000000000000000","185.0000000000000000","185.0000000000000000","11513200","BABA"
"766","2019-03-06","184.3800048828125000","185.5899963378906250","183.0200042724609375","184.1699981689453125","184.1699981689453125","10009100","BABA"
"767","2019-03-07","180.9100036621093750","181.8000030517578125","176.7299957275390625","177.3200073242187500","177.3200073242187500","16488900","BABA"
"768","2019-03-08","171.5650024414062500","175.3500061035156250","171.5650024414062500","175.0299987792968750","175.0299987792968750","14674200","BABA"
"769","2019-03-11","177.8300018310546875","181.7200012207031250","177.5800018310546875","180.4100036621093750","180.4100036621093750","13764000","BABA"
"770","2019-03-12","182.0399932861328125","182.1799926757812500","179.5099945068359375","180.6300048828125000","180.6300048828125000","8660000","BABA"
"771","2019-03-13","180.7299957275390625","182.5350036621093750","179.2599945068359375","180.6999969482421875","180.6999969482421875","8868200","BABA"
"772","2019-03-14","179.0599975585937500","180.8200073242187500","178.0099945068359375","180.3600006103515625","180.3600006103515625","9272000","BABA"
"773","2019-03-15","180.6600036621093750","181.4499969482421875","179.6600036621093750","180.9700012207031250","180.9700012207031250","10844100","BABA"
"774","2019-03-18","181.9299926757812500","182.8899993896484375","180.7599945068359375","181.8300018310546875","181.8300018310546875","7847800","BABA"
"775","2019-03-19","181.6300048828125000","183.3600006103515625","180.8500061035156250","182.1399993896484375","182.1399993896484375","10238600","BABA"
"776","2019-03-20","180.9400024414062500","181.9499969482421875","178.4299926757812500","181.2799987792968750","181.2799987792968750","15901500","BABA"
"777","2019-03-21","178.9499969482421875","181.7299957275390625","178.5200042724609375","181.5000000000000000","181.5000000000000000","9754500","BABA"
"778","2019-03-22","179.7700042724609375","180.4799957275390625","175.3359985351562500","176.2599945068359375","176.2599945068359375","11688400","BABA"
"779","2019-03-25","174.3300018310546875","178.8999938964843750","174.1000061035156250","178.7700042724609375","178.7700042724609375","7511400","BABA"
"780","2019-03-26","179.6999969482421875","180.6499938964843750","177.0950012207031250","178.0800018310546875","178.0800018310546875","7897900","BABA"
"781","2019-03-27","177.6999969482421875","179.8300018310546875","176.9129943847656250","177.0299987792968750","177.0299987792968750","8371000","BABA"
"782","2019-03-28","177.4700012207031250","178.5299987792968750","175.9700012207031250","177.7299957275390625","177.7299957275390625","7233000","BABA"
"783","2019-03-29","180.7299957275390625","182.6000061035156250","179.0000000000000000","182.4499969482421875","182.4499969482421875","13850900","BABA"
"784","2019-04-01","185.0899963378906250","185.5599975585937500","180.8899993896484375","180.8899993896484375","180.8899993896484375","12714800","BABA"
"785","2019-04-02","181.4600067138671875","183.5630035400390625","180.9499969482421875","181.7400054931640625","181.7400054931640625","8021500","BABA"
"786","2019-04-03","179.5099945068359375","180.6999969482421875","176.7599945068359375","178.3200073242187500","178.3200073242187500","26819000","BABA"
"787","2019-04-04","177.0399932861328125","181.9600067138671875","176.8899993896484375","181.0700073242187500","181.0700073242187500","16993200","BABA"
"788","2019-04-05","182.5099945068359375","185.5000000000000000","182.0000000000000000","185.3500061035156250","185.3500061035156250","18705000","BABA"
"789","2019-04-08","184.1900024414062500","187.8200073242187500","184.0099945068359375","186.5000000000000000","186.5000000000000000","14725600","BABA"
"790","2019-04-09","186.4900054931640625","187.8899993896484375","186.1600036621093750","187.1900024414062500","187.1900024414062500","11578200","BABA"
"791","2019-04-10","186.6900024414062500","187.3999938964843750","184.0000000000000000","186.1900024414062500","186.1900024414062500","10655000","BABA"
"792","2019-04-11","185.1499938964843750","186.0599975585937500","183.7500000000000000","184.9799957275390625","184.9799957275390625","8900300","BABA"
"793","2019-04-12","187.7100067138671875","189.7899932861328125","187.1399993896484375","188.9100036621093750","188.9100036621093750","12600000","BABA"
