"id","date","open","high","low","close","adj_close","volume","stock_id"
"6","2019-02-28","174.3200073242187500","174.9100036621093750","172.9199981689453125","173.1499938964843750","170.9129180908203125","28215400","AAPL"
"7","2019-03-01","174.2799987792968750","175.1499938964843750","172.8899993896484375","174.9700012207031250","172.7093811035156250","25886200","AAPL"
"8","2019-03-04","175.6900024414062500","177.7500000000000000","173.9700012207031250","175.8500061035156250","173.5780334472656250","27436200","AAPL"
"9","2019-03-05","175.9400024414062500","176.0000000000000000","174.5399932861328125","175.5299987792968750","173.2621612548828125","19737400","AAPL"
"10","2019-03-06","174.6699981689453125","175.4900054931640625","173.9400024414062500","174.5200042724609375","172.2652282714843750","20810400","AAPL"
"11","2019-03-07","173.8699951171875000","174.4400024414062500","172.0200042724609375","172.5000000000000000","170.2713165283203125","24796400","AAPL"
"12","2019-03-08","170.3200073242187500","173.0700073242187500","169.5000000000000000","172.9100036621093750","170.6760253906250000","23999400","AAPL"
"13","2019-03-11","175.4900054931640625","179.1199951171875000","175.3500061035156250","178.8999938964843750","176.5886077880859375","32011000","AAPL"
"14","2019-03-12","180.0000000000000000","182.6699981689453125","179.3699951171875000","180.9100036621093750","178.5726623535156250","32467600","AAPL"
"15","2019-03-13","182.2500000000000000","183.3000030517578125","180.9199981689453125","181.7100067138671875","179.3623199462890625","31032500","AAPL"
"16","2019-03-14","183.8999938964843750","184.1000061035156250","182.5599975585937500","183.7299957275390625","181.3562164306640625","23579500","AAPL"
"17","2019-03-15","184.8500061035156250","187.3300018310546875","183.7400054931640625","186.1199951171875000","183.7153320312500000","39042900","AAPL"
"18","2019-03-18","185.8000030517578125","188.3899993896484375","185.7899932861328125","188.0200042724609375","185.5908050537109375","26219800","AAPL"
"19","2019-03-19","188.3500061035156250","188.9900054931640625","185.9199981689453125","186.5299987792968750","184.1200561523437500","31646400","AAPL"
"20","2019-03-20","186.2299957275390625","189.4900054931640625","184.7299957275390625","188.1600036621093750","185.7289886474609375","31035200","AAPL"
"21","2019-03-21","190.0200042724609375","196.3300018310546875","189.8099975585937500","195.0899963378906250","192.5694274902343750","51034200","AAPL"
"22","2019-03-22","195.3399963378906250","197.6900024414062500","190.7799987792968750","191.0500030517578125","188.5816497802734375","42407700","AAPL"
"23","2019-03-25","191.5099945068359375","191.9799957275390625","186.6000061035156250","188.7400054931640625","186.3014831542968750","43845300","AAPL"
"24","2019-03-26","191.6600036621093750","192.8800048828125000","184.5800018310546875","186.7899932861328125","184.3766784667968750","49800500","AAPL"
"25","2019-03-27","188.7500000000000000","189.7599945068359375","186.5500030517578125","188.4700012207031250","186.0349731445312500","29848400","AAPL"
"26","2019-03-28","188.9499969482421875","189.5599975585937500","187.5299987792968750","188.7200012207031250","186.2817382812500000","20780400","AAPL"
"27","2019-03-29","189.8300018310546875","190.0800018310546875","188.5399932861328125","189.9499969482421875","187.4958648681640625","23564000","AAPL"
"28","2019-04-01","191.6399993896484375","191.6799926757812500","188.3800048828125000","191.2400054931640625","188.7692108154296875","27862000","AAPL"
"29","2019-04-02","191.0899963378906250","194.4600067138671875","191.0500030517578125","194.0200042724609375","191.5132904052734375","22765700","AAPL"
"30","2019-04-03","193.2500000000000000","196.5000000000000000","193.1499938964843750","195.3500061035156250","192.8261108398437500","23271800","AAPL"
"31","2019-04-04","194.7899932861328125","196.3699951171875000","193.1399993896484375","195.6900024414062500","193.1616821289062500","19114300","AAPL"
"32","2019-04-05","196.4499969482421875","197.1000061035156250","195.9299926757812500","197.0000000000000000","194.4547576904296875","18526600","AAPL"
"33","2019-04-08","196.4199981689453125","200.2299957275390625","196.3399963378906250","200.1000061035156250","197.5147094726562500","25881700","AAPL"
"34","2019-04-09","200.3200073242187500","202.8500061035156250","199.2299957275390625","199.5000000000000000","196.9224700927734375","35768200","AAPL"
"35","2019-04-10","198.6799926757812500","200.7400054931640625","198.1799926757812500","200.6199951171875000","198.0279846191406250","21695300","AAPL"
"36","2019-04-11","200.8500061035156250","201.0000000000000000","198.4400024414062500","198.9499969482421875","196.3795776367187500","20900800","AAPL"
"37","2019-04-12","199.1999969482421875","200.1399993896484375","196.2100067138671875","198.8699951171875000","196.3006134033203125","27760700","AAPL"
"38","2019-04-15","198.5800018310546875","199.8500061035156250","198.0099945068359375","199.2299957275390625","196.6559600830078125","17536600","AAPL"
"39","2019-04-16","199.4600067138671875","201.3699951171875000","198.5599975585937500","199.2500000000000000","196.6757049560546875","25696400","AAPL"
"40","2019-04-17","199.5399932861328125","203.3800048828125000","198.6100006103515625","203.1300048828125000","200.5055847167968750","28906800","AAPL"
